Hotel Name,Hotel Class,Hotel Rating,Hotel Quality,Location,Cleanliness,Service,User Name,Review Title,Review Text,Date of Stay,User Rating,Review Likes,Trip Type,Value,Location,Cleanliness,Service,Rooms,Sleep Quality
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,tcrobbo,Mostly really good,"Arrived at the hotel and staff were keen to help and park our bikes. I’d stressed we wanted a twin room which wasn’t quite ready. Of to register at the excel we went. Asked the crew to please clean the floor between the beds we wanted to separate. Chased later at night and someone finally appeared with a hoover late at night. Rooms are lovely , comfy beds and mattresses. Bathrooms well appointed. Our view was of the loading dock, not everyone’s cup of tea but I quite liked it. Liked the tablet in room for info and a great TV. Do think you can get much better for money locally (holiday inn, premier lodge etc.)if you book far in advance.",August 2019,4.0,23,Traveled with family,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Ruth C,Fancy but not for me - a soulless place.,"The hotel was easy to get to from central London by main line services and next to the Westfield shopping centre, for restaurants. The hotel was difficult to find from the station, as the signage couldn't be seen, but reception was pleasant and we were  even personally showed to our room - a very nice touch. Our room was pleasant and had all the amenities you would expect. I slept extremely well - the bed was lovely and it was like sleeping in a cloud!Breakfast was unusual, in that it was all made to order. As we had paid for breakfast in the price, we were given a selection of things we could choose from. This seemed both mean and wasteful, as we were given items we didn't want, yet couldn't have other things we wanted without paying extra. I felt this hotel was aimed at the trendy hipster market, rather than me and my hubby. It all looked lovely, but it had no soul or anything really to make it stand out. Apart from breakfast I couldn't fault it, hence the 4 star review. We had a good deal, as the hotel was new, but at full price i wouldn't return to this pricey, soulless place.",July 2019,4.0,45,not mentioned,-1,4.0,-1,3.0,-1,5.0
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Takemeaway173,Nice room and staff but shockingly bad experience in the brasserie,"Lovely staff and hotel room, although we did need the maintenance man to turn the temp down on the shower as it was fixed at burning hot.  But it was the service and food i the brasserie that will make me avoid this hotel in future, overpriced food that a pub could do better at, no whole prawns in the prawn linguine and when they got my order wrong they left my friend with his so i had to watch him eat while i waited a further 20 minutes for mine... compensation a drink oh wow.. and i still got charged full price for the meal! Wont return.",August 2019,3.0,133,Traveled with friends,-1,5.0,-1,1.0,4.0,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Graham Protheroe,Pre-PRL100,Stayed here prior to riding the Prudential Ride London 100. Hotel staff were very welcoming and friendly with complimentary bar drink on arrival. Very nicely decorated and the room was very comfortable with everything you’d expect. The hotel even has secure bike storage which is a bonus if you choose to stay there for future PRL100 events.,August 2019,5.0,1,Traveled with family,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Kris Matulovich,Great location and even better Hotel.,"Beautiful hotel, recently completed. Everything was brand new and staff were super friendly and helpful! Location close to Westfield Stratford Shopping Centre was ideal. Keep up the good work. Will definitely return!",August 2019,5.0,2,Traveled with family,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,The4Reeds,Very comfortable stay.,"The Hotel is new and very clean. My room overlooked the rail tracks and the back of the Westfield complex but it was quiet in my room. The room was comfortable although I had to look to find the coffee maker. It could be clearer what is free for guests as the coffee and tea are but the biscuits aren’t. A kettle was brought promptly when requested. I slept like a top. Wi-fi was excellent. Breakfast, smoked haddock scones, different, delicious and the poached eggs cooked to perfection. Thank you.",July 2019,5.0,25,Traveled on business,-1,-1,-1,5.0,5.0,5.0
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,MD ZIAUL,We enjoyed your service pretty well.,Everything is good with modern amenities.Actually it was an impressive experience we accrue from your benign services. But one thing is that we didn't get back deposited amount of 100GBP still. Please take necessary steps ASAP.,July 2019,4.0,1,Traveled with family,-1,-1,-1,4.0,4.0,4.0
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Benita_and_Peter,Amazing Hotel,"We stayed here using secret escapes offer.  There are lots of positives - staff exceptional (Rita / Gary plus a few others whose names i didn't know / couldn't remember).  Standard room is great in size, quality of finish good, hairdryer can be plugged in by a mirror!  Would have benefited from a bit more storage for clothes and bits & bobs - the stand for the bedside lights looked great and we were expecting it to have draws in it or something, but nothing - unless they were super well hidden!   It would also have been good to have 2 easy chairs rather than just the one. No noise transference of any significance either inside or from outside.  There were 2 things that were of disappointment to us - for our stay the skygarden wasn't open as the restaurant wasn't ready - a big push in the blurb was about enjoying the superb views over the london skyline and this was one of the first things we'd asked about when we first checked in - while Rita kindly gave us a tour of the one on the 25th floor, it's not the same as being able to sit up there with a drink - especially when the view from the hotel room is over the train lines and the loading bay area for the Westfield Centre with nothing of the skyline visible.  The other thing is the breakfast - the hotel goes for an a la carte rather than a buffet set up.  Breakfast was inclusive in our rate, however could have been super carb heavy as you had one option plus toast and pastries. Breakfasts away are one of the joys of staying in a hotel, and we like a mixture.  It seemed strange to be able to order a fruit bowl (£6) on the menu or an eggs Royale (£12) or a full english (£14) and have these all treated as one option.  Gary and the other staff understood our dilemma and we ended up doing a pick and mix, replacing the toast and pastries for me with fresh fruit, and sharing so that we could enjoy a broader selection.  The food was great and portions generous (i.e. 2 pieces of toast each with avocado and poached egg on, or 2 muffins each with egg benedict on) -  it was just not as relaxing an experience as we would have liked when we were having to explain this each time we got new staff (we stayed 6 nights).  Also by having everything served to you it did make the breakfast quite slow - we were sometimes waiting for 30 mins after placing our order and nearly every day something was forgotten.  One suggestion would be for the cooked food to give the option for a small portion or a full portion, so that for inclusive rates you could naturally have more of a selection.  Staff were all super keen for our feedback during our stay which we did provide - when i got the feedback email i was going to put all this to them direct, but got routed immediately to trip advisor!",July 2019,5.0,41,Traveled as a couple,-1,-1,-1,5.0,5.0,5.0
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Tony H,No food left on our plates in the Brasserie,"Visited the Brasserie Bar and Restaurant with six other people and after the meal there was not one morsel of food left on any of our plates and we were all completely satiated, could not recommend high enough, local beer was a nice touch too.",July 2019,5.0,13,Traveled with friends,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,EmilyjaneSimms,"INCREDIBLE Hotel, Amazing service","I stayed her for 4 nights and did not want to leave.From the big open bright spaces, modern decor, incredibly comfy bed and beautiful bathroom- I couldn’t design a room more perfect.My room was cleaned to the highest standard every day with new bed linen and the biggest towels youve ever seen.The lady on reception that I checked in with (she was from Spain) made me feel like I was arriving ‘home’ at the end of a long day with a big friendly greeting, using my name every time (when I’m sure she’s checked in a lot of guests) this was a really nice touch!Breakfast was beautiful with a really relaxing calm ambiance (just the start I need before work!) however the team still need a bit of training in order to make it perfect.One day I was told I had the “cold package” and the next day i was told i had the “hot package” which meant i could only order certain items each time. And on one occasion I was running late so I asked for something I could “grab and go” such as a banana and the staff looked extremely confused resulting in them having to ask multiple people for help on what to do. This was minor however compared to the incredible home away from home that The Stratford provided for me.I will DEFINITELY be back time and time again.The best hotel at this rate by FAR in London.",July 2019,5.0,9,Traveled on business,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Sasa,Amazing stay!,"Everything went well, the bed felt like being on a cloud and the whole room design was just perfect and cosy! Didn't experience breakfast but we ordered room service at night and it was delicious. I loved the technology in the room,the bathtub and the hoodies to go to the gym! Staff was warm and friendly,especially Greg, Mahmood and the floor manager of the mezzanine (can't recall his name). Few minutes walk from Westfield shopping center, so good for shopping. Will surely be back with more friends!",July 2019,5.0,7,Traveled with friends,-1,-1,-1,-1,-1,-1
